name,lat,lon,province,population,feature_code,geonameid
san martin de boniches,39.9,-1.56667,Cuenca,48,PPLA3,2511292
san martin de la vega,40.20735,-3.57063,Madrid,19615,PPLA3,3110360
san martin de la vega del alberche,40.43053,-5.155,Avila,197,PPLA3,3110359
san martin de la virgen de moncayo,41.835,-1.79269,Zaragoza,274,ADM3,6362920
san martin de montalban,39.70186,-4.38796,Toledo,850,PPLA3,2511290
san martin de oscos,43.26587,-6.96241,Asturias,484,PPLA3,3110340
san martin de pusa,39.78404,-4.63252,Toledo,847,PPLA3,2511289
san martin de rubiales,41.64191,-3.99134,Burgos,169,PPLA3,3110336
san martin de trevejo,40.21241,-6.79535,Caceres,895,PPLA3,3110329
san martin de unx,42.52473,-1.56091,Navarra,432,PPLA3,3110327
san martin de valdeiglesias,40.36185,-4.39831,Madrid,8365,PPLA3,3110326
san martin de valderaduey,41.81414,-5.47249,Zamora,79,PPLA3,3110324
san martin de valveni,41.75336,-4.56724,Valladolid,98,PPLA3,3110321
san martin del castanar,40.52264,-6.06387,Salamanca,254,PPLA3,3110356
san martin del pimpollar,40.3683,-5.05443,Avila,216,PPLA3,3110348
san martin del rey aurelio,43.28333,-5.58333,Asturias,17953,PPL,3110197
san martin del rio,41.06633,-1.38733,Teruel,191,PPLA3,3110346
san martin y mudrian,41.22356,-4.332,Segovia,283,PPL,3115962
san mateo de gallego,41.83043,-0.76578,Zaragoza,3409,PPLA3,3110305
san miguel de abona,28.09826,-16.61708,Santa Cruz de Tenerife,17555,PPL,2511287
san miguel de aguayo,43.05383,-4.0255,Cantabria,174,PPLA3,3110280
san miguel de bernuy,41.39884,-3.95228,Segovia,168,PPL,3110276
san miguel de cinca,41.81802,0.1236,Huesca,849,PPL,3122744
san miguel de corneja,40.48722,-5.28654,Avila,75,PPLA3,3110274
san miguel de la ribera,41.33301,-5.57689,Zamora,338,PPLA3,3110266
san miguel de salinas,37.97972,-0.78904,Alicante,7602,PPLA3,2511277
san miguel de serrezuela,40.67064,-5.28857,Avila,159,PPLA3,3110245
san miguel de valero,40.54361,-5.9228,Salamanca,379,PPLA3,3110244
san miguel del arroyo,41.44328,-4.4599,Valladolid,745,PPLA3,3110265
san miguel del pino,41.50941,-4.91149,Valladolid,293,PPLA3,3110258
san miguel del robledo,40.54139,-6.03728,Salamanca,73,ADM3,6360293
san miguel del valle,42.03512,-5.50217,Zamora,174,ADM3,6362625
san millan de la cogolla,42.32974,-2.86185,La Rioja,260,PPLA3,3110237
san millan de lara,42.13621,-3.34515,Burgos,73,PPLA3,3110236
san millan de los caballeros,42.2852,-5.56107,Leon,188,PPLA3,3110235
san millan de yecora,42.54705,-3.09681,La Rioja,44,PPLA3,3110233
san morales,40.99358,-5.50234,Salamanca,294,PPLA3,3110231
san munoz,40.78334,-6.12758,Salamanca,280,PPLA3,3110229
san nicolas del puerto,38,-5.65,Sevilla,634,PPLA3,2511274
san pablo de la moraleja,41.161,-4.77761,Valladolid,136,PPLA3,3110223
san pablo de los montes,39.53014,-4.32995,Toledo,2160,ADM3,6361813
san pascual,40.88141,-4.75612,Avila,52,PPLA3,3110217
san pedro,38.82493,-2.18276,Albacete,1287,PPL,2511265
san pedro bercianos,42.39145,-5.71341,Leon,271,PPLA3,3110181
san pedro de ceque,42.04334,-6.07242,Zamora,561,PPLA3,3110175
san pedro de gaillos,41.22662,-3.80921,Segovia,317,PPLA3,3110171
san pedro de la nave-almendra,41.59226,-5.9215,Zamora,383,PPL,3130301
san pedro de latarce,41.73556,-5.32592,Valladolid,555,PPLA3,3110158
san pedro de merida,38.95007,-6.18645,Badajoz,872,PPLA3,2511246
san pedro de rozados,40.79008,-5.73716,Salamanca,312,PPLA3,3110141
san pedro del arroyo,40.80213,-4.87075,Avila,471,PPLA3,3110165
san pedro del pinatar,37.83568,-0.79102,Murcia,24285,PPLA3,2511247
san pedro del romeral,43.11514,-3.8186,Cantabria,503,PPLA3,3110152
san pedro del valle,41.03332,-5.86025,Salamanca,147,PPLA3,3110150
san pedro manrique,42.0286,-2.23104,Soria,642,PPLA3,3110132
san pedro palmiches,40.42956,-2.40602,Cuenca,80,PPLA3,3110130
san pelayo,41.68033,-5.03403,Valladolid,46,PPLA3,3110126
san pelayo de guarena,41.11579,-5.85702,Salamanca,94,PPLA3,3110117
san roman de cameros,42.23255,-2.47436,La Rioja,164,PPLA3,3110079
san roman de hornija,41.48131,-5.28454,Valladolid,391,PPLA3,3110077
san roman de la cuba,42.26257,-4.85724,Palencia,87,PPLA3,3110076
san roman de los montes,40.06929,-4.7321,Toledo,1855,PPL,3110096
san roque,36.20983,-5.38452,Cadiz,30516,PPLA3,2511239
san roque de riomiera,43.23473,-3.7018,Cantabria,412,PPL,3110066
san sadurnino,43.53333,-8.06667,Coruna,3061,PPLA3,3110048
san salvador,41.6206,-5.08713,Valladolid,36,PPLA3,3110063
san sebastian de la gomera,28.09163,-17.11331,Santa Cruz de Tenerife,9055,PPL,2511230
san sebastian de los ballesteros,37.65376,-4.82409,Cordoba,833,PPLA3,2511229
san sebastian de los reyes,40.55555,-3.62733,Madrid,81466,PPLA3,3110040
san silvestre de guzman,37.3877,-7.34908,Huelva,718,PPLA3,2511227
san tirso de abres,43.40873,-7.14317,Asturias,521,PPLA3,8198720
san torcuato,42.48219,-2.88923,La Rioja,81,PPLA3,3109522
san vicente de alcantara,39.36132,-7.13766,Badajoz,5788,PPLA3,2511033
san vicente de arevalo,40.96773,-4.80194,Avila,204,PPLA3,3109454
san vicente de la barquera,43.38509,-4.39934,Cantabria,4407,PPLA3,3109450
san vicente de la cabeza,41.80696,-6.24993,Zamora,466,PPLA3,3109448
san vicente de la sonsierra,42.56321,-2.76071,La Rioja,1127,PPLA3,3109447
san vicente del palacio,41.21901,-4.85158,Valladolid,193,PPLA3,3109443
san vicente del raspeig/sant vicent del raspeig,38.43428,-0.54963,Alicante,55100,ADM3,6355496
san vicente del valle,42.33756,-3.1621,Burgos,36,PPLA3,3109441
san vitero,41.7774,-6.34877,Zamora,618,PPLA3,3109433
san xoan de rio,42.38288,-7.32208,Ourense,685,ADM3,6359887
sanauja,41.88333,1.31667,Lleida,458,PPL,3110908
sancedo,42.66666,-6.63456,Leon,574,PPLA3,3110815
sanchidrian,40.89347,-4.58132,Avila,840,PPLA3,3110809
sanchon de la ribera,41.08844,-6.41314,Salamanca,88,PPLA3,3110802
sanchon de la sagrada,40.74287,-6.02502,Salamanca,38,PPLA3,3110801
sanchonuno,41.32325,-4.30531,Segovia,968,PPLA3,3110800
sanchorreja,40.66475,-4.91494,Avila,92,PPLA3,3110798
sanchotello,40.43812,-5.75394,Salamanca,233,PPLA3,3110796
sancti-spiritus,38.92139,-5.17714,Badajoz,235,ADM3,6355983
sancti-spiritus,40.7426,-6.44401,Salamanca,856,ADM3,6360518
sandias,42.1123,-7.75678,Ourense,1342,PPL,3110708
sando,40.96773,-6.11136,Salamanca,145,PPLA3,3110702
sanet y negrals,38.81967,-0.03406,Alicante,700,PPLA3,2511394
sangarcia,40.95023,-4.41085,Segovia,398,PPLA3,3110613
sangarren,42.01921,-0.43323,Huesca,233,PPLA3,3110611
sanguesa,42.57154,-1.26114,Navarra,5177,ADM3,6359764
sanlucar de barrameda,36.77808,-6.3515,Cadiz,67308,PPL,2511306
sanlucar de guadiana,37.47268,-7.46546,Huelva,446,PPLA3,2511305
sanlucar la mayor,37.38758,-6.20346,Sevilla,13275,PPLA3,2511304
sansol,42.55362,-2.26676,Navarra,108,PPLA3,3110031
sant adria de besos,41.43073,2.21855,Barcelona,34482,PPL,3110921
sant agusti de llucanes,42.08333,2.13333,Barcelona,97,PPL,3110910
sant andreu de la barca,41.44659,1.97187,Barcelona,27306,PPL,3110885
sant andreu de llavaneres,41.56667,2.48333,Barcelona,10541,PPL,3110881
sant andreu salou,41.86667,2.83333,Girona,159,PPLA3,3110872
sant aniol de finestres,42.09023,2.58688,Girona,351,PPLA3,3109714
sant antoni de portmany,38.98068,1.30362,Illes Balears,22446,PPLA3,2511448
sant antoni de vilamajor,41.66667,2.4,Barcelona,5699,PPL,3110852
sant bartomeu del grau,41.98333,2.18333,Barcelona,908,PPL,3110840
sant boi de llobregat,41.34357,2.03659,Barcelona,83070,PPL,3110834
sant boi de llucanes,42.05,2.15,Barcelona,545,PPLA3,3110833
sant carles de la rapita,40.61667,0.6,Tarragona,15232,PPLA3,3110821
sant cebria de vallalta,41.61667,2.6,Barcelona,3337,PPL,3110778
sant celoni,41.68921,2.48965,Barcelona,17076,PPLA3,3110813
sant climent de llobregat,41.33333,2,Barcelona,3900,PPL,3110770
sant climent sescebes,42.36888,2.97996,Girona,568,PPL,3110766
sant cugat del valles,41.47063,2.08611,Barcelona,84946,PPLA3,3110718
sant cugat sesgarrigues,41.36667,1.75,Barcelona,986,PPL,3110717
sant esteve de la sarga,42.08753,0.76617,Lleida,141,ADM3,6358928
sant esteve de palautordera,41.7062,2.43153,Barcelona,2555,PPL,3110668
sant esteve sesrovires,41.49341,1.8833,Barcelona,7510,PPL,3110661
sant feliu de buixalleu,41.78333,2.58333,Girona,788,PPL,3110645
sant feliu de codines,41.7,2.16667,Barcelona,6105,PPLA3,3110644
sant feliu de guixols,41.78333,3.03333,Girona,21961,PPLA3,3110643
sant feliu de llobregat,41.38333,2.05,Barcelona,43671,PPLA3,3110642
sant feliu de pallerols,42.07708,2.50935,Girona,1360,PPLA3,3110639
sant feliu sasserra,41.95,2.03333,Barcelona,660,PPLA3,3110638
sant ferriol,42.2,2.66667,Girona,222,PPLA3,3110625
sant fost de campsentelles,41.51667,2.23333,Barcelona,8441,PPL,3110657
sant fruitos de bages,41.75,1.86667,Barcelona,8227,PPLA3,3110615
sant gregori,41.98333,2.73333,Girona,3343,PPLA3,3110597
sant guim de freixenet,41.65573,1.42024,Lleida,1104,PPLA3,6693041
sant guim de la plana,41.76285,1.3237,Lleida,191,PPL,3109651
sant hilari sacalm,41.88333,2.51667,Girona,5753,PPLA3,3110584
sant hipolit de voltrega,42.0141,2.24018,Barcelona,3585,PPL,3110583
sant iscle de vallalta,41.61667,2.56667,Barcelona,1322,PPLA3,3110925
sant jaume d'enveja,40.70563,0.72561,Tarragona,3549,PPL,8604572
sant jaume de frontanya,42.18592,2.02011,Barcelona,28,ADM3,6356238
sant jaume de llierca,42.21667,2.61667,Girona,757,PPL,3110574
sant jaume dels domenys,41.3,1.56667,Tarragona,2491,PPLA3,3110573
sant joan,39.59621,3.0392,Illes Balears,2047,PPLA3,2511347
sant joan d'alacant,38.40148,-0.43623,Alicante,22740,PPL,2511330
sant joan de labritja,39.07891,1.51397,Illes Balears,5506,PPLA3,2511331
sant joan de les abadesses,42.23332,2.28524,Girona,3469,PPL,3110533
sant joan de mollet,42.05,2.95,Girona,522,PPLA3,3110529
sant joan de moro,40.07787,-0.11986,Castello,2999,ADM3,6357094
sant joan de vilatorrada,41.74549,1.80476,Barcelona,10780,PPL,3109551
sant joan despi,41.36718,2.0574,Barcelona,32792,PPL,3110519
sant joan les fonts,42.21186,2.51291,Girona,2879,PPL,3109550
sant joanet,39.07395,-0.48675,Valencia,479,ADM3,6362087
sant jordi,40.50982,0.33208,Castello,1126,PPLA3,3110569
sant jordi desvalls,42.06667,2.95,Girona,703,PPLA3,3110570
sant josep de sa talaia,38.92239,1.29437,Illes Balears,24691,PPLA3,2511352
sant julia de cerdanyola,42.2235,1.89308,Barcelona,257,PPL,3110499
sant julia de ramis,42.02932,2.85338,Girona,3467,PPLA3,9882317
sant julia de vilatorta,41.92189,2.32447,Barcelona,3024,PPLA3,3109549
sant julia del llor i bonmati,41.97052,2.66938,Girona,1244,PPL,3127837
sant just desvern,41.38389,2.06758,Barcelona,15874,PPLA3,3109546
sant llorenc d'hortons,41.46667,1.83333,Barcelona,2528,PPLA3,3110457
sant llorenc de la muga,42.31976,2.78888,Girona,248,PPLA3,3110456
sant llorenc de morunys,42.13333,1.6,Lleida,1038,PPL,3110452
sant llorenc des cardassar,39.61009,3.2838,Illes Balears,8993,PPLA3,2511309
sant llorenc savall,41.67968,2.05766,Barcelona,2417,PPL,3110450
sant lluis,39.84939,4.25819,Illes Balears,7449,PPLA3,2511302
sant marti d'albars,42.03333,2.08333,Barcelona,106,PPL,3110358
sant marti de centelles,41.76617,2.20566,Barcelona,1098,PPLA3,3110377
sant marti de llemena,42.03333,2.65,Girona,596,PPL,3110355
sant marti de riucorb,41.56075,1.05537,Lleida,695,PPL,3109544
sant marti de tous,41.55,1.51667,Barcelona,1173,PPLA3,3110330
sant marti sarroca,41.38576,1.61121,Barcelona,3200,PPLA3,3110315
sant marti sesgueioles,41.68333,1.5,Barcelona,373,PPL,3110313
sant marti vell,42.01667,2.93333,Girona,266,PPLA3,3110311
sant mateu,40.47961,0.15583,Castello,2112,ADM3,6357050
sant mateu de bages,41.8,1.73333,Barcelona,643,PPL,3110306
sant miquel de campmajor,42.13333,2.68333,Girona,230,PPLA3,3110275
sant miquel de fluvia,42.172,2.99259,Girona,780,PPLA3,3110270
sant mori,42.1559,2.98946,Girona,196,PPLA3,3110230
sant pau de seguries,42.26108,2.36579,Girona,675,PPL,3110222
sant pere de ribes,41.26045,1.77391,Barcelona,29149,PPL,3110143
sant pere de riudebitlles,41.45,1.7,Barcelona,2372,PPL,3110142
sant pere de torello,42.08333,2.3,Barcelona,2469,PPL,3110139
sant pere de vilamajor,41.68333,2.38333,Barcelona,4276,PPLA3,3110136
sant pere pescador,42.18812,3.08212,Girona,2161,PPLA3,3110129
sant pere sallavinera,41.73333,1.58333,Barcelona,163,PPL,3111090
sant pol de mar,41.60177,2.61741,Barcelona,5073,PPLA3,3110110
sant quinti de mediona,41.46235,1.66391,Barcelona,2146,PPL,3110106
sant quirze de besora,42.1,2.23333,Barcelona,2187,PPL,3110102
sant quirze del valles,41.53333,2.08333,Barcelona,18994,PPLA3,3110101
sant quirze safaja,41.73333,2.15,Barcelona,648,PPLA3,3110100
sant rafel del maestrat,40.6,0.35,Castello,556,PPL,3110098
sant ramon,41.73286,1.35679,Lleida,541,ADM3,6358927
sant sadurni d'anoia,41.42555,1.78519,Barcelona,12482,PPL,3110064
sant sadurni d'osormort,41.9,2.38333,Barcelona,93,PPL,3110047
sant salvador de guardiola,41.68333,1.76667,Barcelona,3139,PPLA3,3121032
sant vicenc de castellet,41.66667,1.86667,Barcelona,9314,PPL,3109451
sant vicenc de montalt,41.57853,2.50879,Barcelona,5878,PPL,3109440
sant vicenc de torello,42.07478,2.29683,Barcelona,2029,PPL,3109438
sant vicenc dels horts,41.39317,2.00689,Barcelona,28084,PPLA3,3109442
santa amalia,39.01118,-6.01158,Badajoz,4297,PPLA3,2511222
santa ana,39.30823,-5.99027,Caceres,282,PPLA3,2511215
santa ana de pusa,39.76238,-4.70904,Toledo,512,PPLA3,2511210
santa ana la real,37.86245,-6.72385,Huelva,542,PPLA3,2511209
santa barbara,40.72553,0.48769,Tarragona,3898,ADM3,6361380
santa barbara de casa,37.79665,-7.18735,Huelva,1151,PPLA3,2511203
santa brigida,28.03197,-15.50425,Las Palmas,18907,PPLA3,2511202
santa cecilia,42.05225,-3.80345,Burgos,105,PPLA3,3110004
santa cecilia de voltrega,42,2.23333,Barcelona,178,PPLA3,3109999
santa cecilia del alcor,41.93227,-4.65546,Palencia,132,PPLA3,3110000
santa cilia,42.56111,-0.7142,Huesca,244,ADM3,6358410
santa clara de avedillo,41.33877,-5.67692,Zamora,192,PPLA3,3109989
santa coloma,42.36717,-2.65598,La Rioja,123,PPLA3,3109988
santa coloma de cervello,41.36736,2.01426,Barcelona,7964,PPLA3,3109983
santa coloma de farners,41.86667,2.66667,Girona,12448,PPLA3,3109982
santa coloma de gramenet,41.45152,2.2081,Barcelona,120593,PPL,3109981
santa coloma de queralt,41.53333,1.38333,Tarragona,3040,PPLA3,3109979
santa colomba de curueno,42.75058,-5.41201,Leon,555,PPLA3,3109977
santa colomba de las monjas,41.95833,-5.68389,Zamora,292,PPLA3,3109974
santa colomba de somoza,42.44466,-6.24483,Leon,505,PPLA3,3109971
santa comba,43.03306,-8.80925,Coruna,10101,PPLA3,3109966
santa cristina d'aro,41.81667,3,Girona,5106,PPLA3,3109957
santa cristina de la polvorosa,41.99985,-5.71355,Zamora,1161,PPLA3,3109956
santa cristina de valmadrigal,42.35446,-5.30929,Leon,308,PPLA3,3109954
santa croya de tera,41.98334,-5.97725,Zamora,348,PPLA3,3109953
santa cruz de bezana,43.4437,-3.90324,Cantabria,12154,PPLA3,3109935
santa cruz de boedo,42.52531,-4.37398,Palencia,62,PPLA3,3109934
santa cruz de grio,41.3705,-1.43009,Zaragoza,104,PPLA3,3109932
santa cruz de la palma,28.68351,-17.76421,Santa Cruz de Tenerife,16705,PPL,2511180
santa cruz de la salceda,41.59591,-3.59317,Burgos,169,PPLA3,3109930
santa cruz de la seros,42.52271,-0.67515,Huesca,194,PPLA3,3109929
santa cruz de la sierra,39.33635,-5.84561,Caceres,313,PPLA3,2511179
santa cruz de la zarza,39.98104,-3.18787,Toledo,4891,PPLA3,2511178
santa cruz de los canamos,38.63759,-2.86618,Ciudad Real,593,PPLA3,2511177
santa cruz de marchena,37.01736,-2.60337,Almeria,231,PPL,7114233
santa cruz de moncayo,41.8824,-1.75637,Zaragoza,124,PPLA3,3109919
santa cruz de moya,39.95,-1.26667,Cuenca,286,PPLA3,2511176
santa cruz de mudela,38.64241,-3.4665,Ciudad Real,4568,PPLA3,2511175
santa cruz de nogueras,41.11475,-1.08933,Teruel,39,PPLA3,3109917
santa cruz de paniagua,40.19167,-6.34003,Caceres,291,PPLA3,3109916
santa cruz de pinares,40.54265,-4.58036,Avila,161,PPLA3,3109915
santa cruz de tenerife,28.46824,-16.25462,Santa Cruz de Tenerife,206965,PPLA,2511174
santa cruz de yanguas,42.0625,-2.44894,Soria,76,PPLA3,3109914
santa cruz del comercio,37.06244,-3.97551,Granada,584,PPL,2511181
santa cruz del retamar,40.11917,-4.24158,Toledo,3095,PPL,3109925
santa cruz del valle,40.2516,-5.00133,Avila,426,PPLA3,3109922
santa cruz del valle urbion,42.30558,-3.2214,Burgos,101,PPLA3,3109921
santa elena,38.34162,-3.53953,Jaen,990,PPLA3,2511171
santa elena de jamuz,42.26064,-5.88762,Leon,1217,PPLA3,3109911
santa engracia del jubera,42.3153,-2.30593,La Rioja,184,PPL,3109909
santa eufemia,38.6,-4.9,Cordoba,921,PPLA3,2511167
santa eufemia del arroyo,41.89505,-5.26575,Valladolid,95,PPLA3,3109900
santa eufemia del barco,41.67808,-5.89831,Zamora,218,PPLA3,3109899
santa eugenia,39.62361,2.83864,Illes Balears,1702,PPLA3,2511166
santa eugenia de berga,41.9,2.28333,Barcelona,2269,PPL,3109894
santa eulalia,40.56742,-1.31354,Teruel,1122,PPLA3,3109891
santa eulalia bajera,42.2096,-2.19174,La Rioja,121,PPLA3,3109881
santa eulalia de gallego,42.287,-0.76065,Zaragoza,101,PPLA3,3109878
santa eulalia de oscos,43.2595,-7.01895,Asturias,503,PPLA3,3109875
santa eulalia de riuprimer,41.91058,2.18903,Barcelona,1199,PPL,3109872
santa eulalia de roncana,41.65,2.23333,Barcelona,7009,PPLA3,3109871
santa eularia des riu,38.98457,1.53409,Illes Balears,34946,PPLA3,2511162
santa fe,37.17149,-3.72151,Granada,15322,PPL,2511092
santa fe de mondujar,36.97479,-2.53126,Almeria,463,PPLA3,2511158
santa fe del penedes,41.38333,1.71667,Barcelona,384,PPL,3109866
santa gadea del cid,42.71531,-3.05885,Burgos,169,PPLA3,3109863
santa ines,42.04013,-3.70322,Burgos,162,PPLA3,3109861
santa llogaia d'alguema,42.23332,2.95238,Girona,348,PPL,3109849
santa lucia de tirajana,27.87003,-15.4891,Las Palmas,67291,ADM3,6360192
santa magdalena de pulpis,40.35625,0.30258,Castello,876,PPLA3,3109824
santa margalida,39.70143,3.10215,Illes Balears,11922,PPLA3,2511143
santa margarida de montbui,41.55,1.61667,Barcelona,9689,PPL,3109821
santa margarida i els monjos,41.32002,1.65947,Barcelona,7121,ADM3,6356272
santa maria d'olo,41.86667,2.03333,Barcelona,1048,PPL,3109767
santa maria de besora,42.12705,2.25848,Barcelona,157,PPL,3123351
santa maria de cayon,43.30849,-3.8368,Cantabria,9123,PPLA3,3109800
santa maria de dulcis,42.12633,0.02749,Huesca,226,ADM3,6358452
santa maria de guia de gran canaria,28.11968,-15.61867,Las Palmas,14070,ADM3,6360193
santa maria de huerta,41.26667,-2.16667,Soria,352,PPLA3,3109795
santa maria de la alameda,40.59492,-4.25772,Madrid,1245,PPLA3,3109794
santa maria de la isla,42.35533,-5.9287,Leon,569,PPLA3,3109793
santa maria de la vega,42.08497,-5.80851,Zamora,370,PPLA3,3109791
santa maria de las hoyas,41.77145,-3.14172,Soria,133,PPLA3,3109792
santa maria de los caballeros,40.38925,-5.45112,Avila,92,PPLA3,3109781
santa maria de los llanos,39.48333,-2.86667,Cuenca,754,PPL,2511120
santa maria de martorelles,41.51667,2.25,Barcelona,865,PPL,3109773
santa maria de merles,42,1.98333,Barcelona,173,PPL,3109774
santa maria de miralles,41.50448,1.5102,Barcelona,132,ADM3,6356278
santa maria de ordas,42.72653,-5.82301,Leon,347,PPLA3,3109766
santa maria de palautordera,41.69417,2.44566,Barcelona,9196,PPLA3,3109764
santa maria de sando,40.97909,-6.12904,Salamanca,130,PPLA3,3109761
santa maria de valverde,41.93479,-5.9356,Zamora,83,PPLA3,3109760
santa maria del arroyo,40.60096,-4.92319,Avila,97,PPL,11995104
santa maria del berrocal,40.50845,-5.40483,Avila,443,PPLA3,3109790
santa maria del cami,39.65111,2.77317,Illes Balears,6473,PPLA3,2511138
santa maria del campo,42.13304,-3.97283,Burgos,633,PPLA3,3109788
santa maria del campo rus,39.55942,-2.42306,Cuenca,690,PPLA3,2511123
santa maria del cubillo,40.71908,-4.46655,Avila,338,ADM3,6355863
santa maria del invierno,42.44288,-3.43782,Burgos,62,PPLA3,3109785
santa maria del mercadillo,41.85988,-3.55909,Burgos,136,PPL,3109771
santa maria del monte de cea,42.49137,-5.11689,Leon,269,PPLA3,3109783
santa maria del paramo,42.35512,-5.75151,Leon,3183,PPLA3,3109778
santa maria del tietar,40.30337,-4.55411,Avila,568,PPL,3123007
santa maria del val,40.50439,-2.04115,Cuenca,70,PPLA3,3109775
santa maria la real de nieva,41.06998,-4.40709,Segovia,1094,PPLA3,3109756
santa maria rivarredonda,42.64048,-3.18046,Burgos,95,PPL,3109755
santa marina del rey,42.51334,-5.86065,Leon,2103,PPLA3,3109736
santa marta,38.61421,-6.62799,Badajoz,4355,PPLA3,2511112
santa marta de magasca,39.5115,-6.09881,Caceres,306,PPLA3,2511109
santa marta de tormes,40.95065,-5.62723,Salamanca,14920,PPLA3,3109721
santa marta del cerro,41.21843,-3.68582,Segovia,46,PPLA3,3109725
santa olalla,40.02348,-4.43025,Toledo,3465,PPLA3,3109705
santa olalla de bureba,42.47721,-3.44109,Burgos,33,PPLA3,3109699
santa olalla del cala,37.9,-6.21667,Huelva,2120,PPLA3,2511103
santa oliva,41.25357,1.55086,Tarragona,3322,PPL,3109693
santa pau,42.1443,2.57123,Girona,1604,PPLA3,3109692
santa perpetua de mogoda,41.53333,2.18333,Barcelona,25606,PPLA3,3109689
santa pola,38.19165,-0.5658,Alicante,33965,PPLA3,2511102
santa susanna,41.63333,2.71667,Barcelona,3338,PPLA3,3109680
santa ursula,28.42613,-16.48876,Santa Cruz de Tenerife,14374,PPLA3,2511091
santacara,42.37992,-1.54398,Navarra,922,ADM3,6359767
santaella,37.56294,-4.84362,Cordoba,6136,PPLA3,2511170
santaliestra y san quilez,42.30703,0.36486,Huesca,78,PPL,3109847
santander,43.46589,-3.80493,Cantabria,178465,PPLA,3109718
santanyi,39.35461,3.12907,Illes Balears,13384,PPLA3,2511106
santas martas,42.4322,-5.37066,Leon,857,PPLA3,3109681
santed,41.03172,-1.51028,Zaragoza,71,PPLA3,3109664
santervas de campos,42.2182,-5.10027,Valladolid,136,PPLA3,3109658
santervas de la vega,42.50677,-4.80002,Palencia,497,PPLA3,3109656
santiago de alcantara,39.60661,-7.24402,Caceres,615,PPLA3,8223953
santiago de calatrava,37.75382,-4.17093,Jaen,811,PPLA3,2511075
santiago de compostela,42.88052,-8.54569,Coruna,95671,PPLA,3109642
santiago de la puebla,40.80132,-5.28073,Salamanca,401,PPLA3,3109641
santiago del campo,39.6284,-6.36362,Caceres,288,PPLA3,2511071
santiago del collado,40.43326,-5.35631,Avila,199,PPLA3,3109637
santiago del teide,28.294,-16.81618,Santa Cruz de Tenerife,12392,PPLA3,2511070
santiago del tormes,40.33012,-5.39835,Avila,156,PPL,3120016
santiago millas,42.38379,-6.10538,Leon,339,PPLA3,3109629
santiago-pontones,38.11736,-2.67029,Jaen,3565,PPL,2512410
santibanez de bejar,40.48785,-5.6111,Salamanca,523,PPLA3,3109610
santibanez de ecla,42.70784,-4.37263,Palencia,75,PPLA3,3109609
santibanez de esgueva,41.83368,-3.76028,Burgos,118,PPL,3109617
santibanez de la pena,42.80929,-4.73026,Palencia,1196,PPLA3,3109605
santibanez de la sierra,40.49464,-5.91576,Salamanca,211,PPLA3,3109604
santibanez de tera,41.98563,-5.92257,Zamora,450,PPLA3,3109594
santibanez de valcorba,41.56983,-4.44938,Valladolid,178,PPLA3,3109593
santibanez de vidriales,42.07362,-6.01549,Zamora,1140,PPLA3,3109591
santibanez del val,41.97354,-3.48142,Burgos,62,PPLA3,3109601
santibanez el alto,40.18525,-6.54782,Caceres,405,PPLA3,3109590
santibanez el bajo,40.17637,-6.22441,Caceres,797,PPLA3,3109589
santillana del mar,43.38903,-4.10844,Cantabria,4210,PPL,3109582
santiponce,37.43553,-6.04106,Sevilla,8397,PPLA3,2511064
santiso,42.87388,-8.05497,Coruna,1838,PPLA3,3109564
santisteban del puerto,38.24829,-3.20762,Jaen,4788,PPLA3,2511063
santiurde de reinosa,43.06144,-4.08351,Cantabria,299,PPLA3,3109562
santiurde de toranzo,43.23819,-3.93947,Cantabria,1604,PPLA3,3109561
santiuste,41.08462,-2.80953,Guadalajara,23,PPLA3,3109559
santiuste de pedraza,41.0895,-3.87574,Segovia,122,ADM3,6360909
santiuste de san juan bautista,41.15593,-4.57202,Segovia,636,PPLA3,3109554
santiz,41.20579,-5.89654,Salamanca,256,PPLA3,3109553
santo adriano,43.28518,-5.9837,Asturias,263,ADM3,6359966
santo domingo de la calzada,42.44015,-2.95365,La Rioja,6671,PPLA3,3109535
santo domingo de las posadas,40.812,-4.63383,Avila,96,PPLA3,3109534
santo domingo de piron,41.04104,-3.98933,Segovia,58,PPLA3,3109533
santo domingo de silos,41.964,-3.4174,Burgos,310,PPLA3,3109532
santo domingo-caudilla,40.01239,-4.32734,Toledo,1065,PPL,3106783
santo tome,38.02861,-3.10092,Jaen,2635,PPLA3,2511038
santo tome de zabarcos,40.78726,-4.91048,Avila,113,PPLA3,3109508
santo tome del puerto,41.18722,-3.57782,Segovia,325,ADM3,6360912
santomera,38.06147,-1.04877,Murcia,16105,PPLA3,2511050
santona,43.44386,-3.45757,Cantabria,11451,PPLA3,3109527
santorcaz,40.47176,-3.23462,Madrid,850,PPLA3,3109524
"santos de la humosa, los",40.49968,-3.25332,Madrid,2367,PPL,3117945
"santos de maimona, los",38.45,-6.38333,Badajoz,8245,PPL,2514460
"santos, los",40.54444,-5.79774,Salamanca,680,PPL,3117946
santovenia,41.87857,-5.71003,Zamora,304,PPLA3,3109505
santovenia de la valdoncina,42.54299,-5.62306,Leon,1987,PPL,3109500
santovenia de pisuerga,41.69457,-4.69029,Valladolid,4005,PPLA3,3109501
santoyo,42.21473,-4.34296,Palencia,241,PPLA3,3109499
santpedor,41.78309,1.84673,Barcelona,7187,PPLA3,3110934
